"","transID","transactionAmount","transactionDate","productID","productCategory","customerID","customerGender"
"861","861",698.76,2017-12-02,"40","B","713","Female"
"862","862",502.16,2016-11-12,"71","C","862","Female"
"863","863",838.4,2008-11-25,"37","B","334","Male"
"864","864",582.66,2018-11-20,"100","A","569","Female"
"865","865",321.65,2005-02-09,"90","D","12","Male"
"866","866",514.87,2019-07-23,"11","A","853","Female"
"867","867",549.02,2015-07-16,"56","C","573","Female"
"868","868",584.25,2012-04-29,"67","C","883","Female"
"869","869",652.51,2017-04-25,"85","C","862","Female"
"870","870",531.88,2008-03-25,"14","A","153","Male"
"871","871",694.2,2011-05-30,"97","D","762","Female"
"872","872",510.9,2017-02-10,"75","C","923","Female"
"873","873",163.52,2002-01-27,"31","B","308","Male"
"874","874",505.66,2007-06-13,"45","B","958","Female"
"875","875",176.09,2018-06-08,"51","C","201","Male"
"876","876",486.89,2002-03-02,"94","D","115","Male"
"877","877",387.65,2019-05-26,"76","C","517","Female"
"878","878",521.77,2006-03-05,"76","C","751","Female"
"879","879",473.22,2014-03-26,"59","C","485","Male"
"880","880",317.36,2009-09-12,"91","D","869","Female"
"881","881",715.66,2003-02-23,"57","C","576","Female"
"882","882",657.63,2013-01-28,"4","B","727","Female"
"883","883",320.39,2013-04-21,"11","A","294","Male"
"884","884",571.78,2008-03-19,"72","C","501","Female"
"885","885",474.28,2003-04-27,"1","A","909","Female"
"886","886",658.09,2009-10-24,"54","C","602","Female"
"887","887",701.17,2014-10-25,"54","C","821","Female"
"888","888",54.07,2014-10-23,"13","A","776","Female"
"889","889",288.49,2012-04-22,"77","C","650","Female"
"890","890",570.12,2014-03-17,"53","C","880","Female"
"891","891",915.82,2017-12-10,"45","B","522","Female"
"892","892",436.56,2013-07-23,"3","B","35","Male"
"893","893",574.29,2014-07-16,"35","B","160","Male"
"894","894",723.08,2014-08-20,"29","B","379","Male"
"895","895",211.73,2018-07-28,"5","B","938","Female"
"896","896",732.92,2002-02-19,"86","C","73","Female"
"897","897",380.15,2007-09-22,"94","D","385","Male"
"898","898",518.91,2016-04-08,"4","B","639","Female"
"899","899",339.02,2004-01-07,"45","B","260","Male"
"900","900",809.88,2003-01-10,"14","A","56","Female"
"901","901",566.36,2014-11-12,"18","A","877","Female"
"902","902",395.3,2012-05-24,"40","B","255","Male"
"903","903",246.54,2003-12-05,"62","C","463","Male"
"904","904",694.31,2002-07-04,"69","C","360","Male"
"905","905",509.11,2002-07-08,"83","C","863","Female"
"906","906",419.07,2004-07-29,"64","C","609","Female"
"907","907",477.21,2009-03-04,"40","B","248","Male"
"908","908",471.94,2013-02-28,"92","D","92","Female"
"909","909",682.74,2011-09-23,"90","D","252","Male"
"910","910",389.92,2011-06-03,"48","B","681","Female"
"911","911",782.66,2002-07-15,"93","D","620","Female"
"912","912",652.84,2010-11-22,"51","C","447","Male"
"913","913",427.97,2014-06-08,"24","B","994","Female"
"914","914",106.31,2011-05-17,"75","C","55","Female"
"915","915",425.35,2014-02-21,"85","C","508","Female"
"916","916",253.32,2015-01-18,"69","C","60","Female"
"917","917",482.87,2016-08-09,"80","C","591","Female"
"918","918",560.96,2019-10-04,"95","D","507","Female"
"919","919",375.24,2007-11-27,"92","D","834","Female"
"920","920",288.7,2005-01-21,"30","B","550","Female"
"921","921",426.47,2010-09-11,"23","B","901","Female"
"922","922",466.8,2016-10-25,"60","C","920","Female"
"923","923",484.39,2019-01-09,"18","A","302","Male"
"924","924",539.51,2013-03-15,"75","C","786","Female"
"925","925",201.72,2011-12-04,"95","D","373","Male"
"926","926",361.99,2019-05-11,"18","A","909","Female"
"927","927",535.72,2013-11-03,"91","D","447","Male"
"928","928",678.41,2019-12-21,"33","B","528","Female"
"929","929",245.11,2005-10-25,"71","C","290","Male"
"930","930",824.41,2019-06-14,"80","C","905","Female"
"931","931",494.91,2003-02-24,"94","D","914","Female"
"932","932",406.1,2011-03-14,"10","A","734","Female"
"933","933",556.39,2003-07-29,"94","D","413","Male"
"934","934",607.13,2018-06-21,"99","D","936","Female"
"935","935",576.93,2012-05-08,"59","C","349","Male"
"936","936",243.29,2018-07-02,"66","C","38","Male"
"937","937",380.29,2007-01-10,"40","B","546","Female"
"938","938",497.69,2015-11-28,"65","C","679","Female"
"939","939",444.9,2002-11-23,"17","A","146","Male"
"940","940",379.19,2018-05-02,"34","B","192","Male"
"941","941",61.31,2016-01-10,"80","C","739","Female"
"942","942",371.51,2018-10-14,"27","B","878","Female"
"943","943",671.12,2009-11-27,"95","D","387","Male"
"944","944",481.53,2007-01-22,"95","D","146","Male"
"945","945",516.51,2015-08-31,"43","B","707","Female"
"946","946",435.16,2015-12-13,"48","B","952","Female"
"947","947",519.89,2006-07-29,"19","A","615","Female"
"948","948",602.78,2014-09-13,"14","A","872","Female"
"949","949",427.51,2004-06-10,"6","C","941","Female"
"950","950",607.16,2011-01-12,"23","B","56","Female"
"951","951",666.02,2016-08-01,"44","B","577","Female"
"952","952",848.96,2007-03-04,"54","C","185","Male"
"953","953",282.25,2003-12-23,"35","B","962","Female"
"954","954",328.29,2016-09-24,"50","C","476","Male"
"955","955",530.06,2016-06-21,"45","B","576","Female"
"956","956",512.61,2012-10-11,"2","A","812","Female"
"957","957",649.6,2015-05-21,"55","C","928","Female"
"958","958",357.84,2002-03-02,"92","D","636","Female"
"959","959",800.26,2004-09-03,"8","C","929","Female"
"960","960",513.09,2015-01-12,"50","C","548","Female"
"961","961",397.98,2007-10-02,"86","C","892","Female"
"962","962",334.37,2005-10-21,"99","D","401","Male"
"963","963",250.01,2005-03-04,"96","D","386","Male"
"964","964",537.6,2007-06-30,"75","C","388","Male"
"965","965",361.34,2014-06-30,"93","D","238","Male"
"966","966",297.75,2010-07-10,"35","B","776","Female"
"967","967",980.08,2005-01-28,"25","B","148","Male"
"968","968",630.02,2007-06-17,"91","D","500","Female"
"969","969",298.24,2007-10-14,"51","C","992","Female"
"970","970",312.24,2009-05-01,"97","D","292","Male"
"971","971",344.63,2004-07-10,"42","B","642","Female"
"972","972",263.88,2013-01-02,"7","C","358","Male"
"973","973",475.26,2006-01-20,"59","C","266","Male"
"974","974",641.55,2010-08-27,"61","C","787","Female"
"975","975",519.66,2010-08-23,"35","B","684","Female"
"976","976",887.95,2017-06-15,"84","C","619","Female"
"977","977",723.9,2014-12-08,"83","C","143","Male"
"978","978",962.14,2010-09-20,"78","C","592","Female"
"979","979",387.64,2016-11-19,"55","C","442","Male"
"980","980",387.14,2007-05-21,"7","C","951","Female"
"981","981",430.77,2003-03-08,"47","B","384","Male"
"982","982",835.47,2002-12-22,"73","C","36","Male"
"983","983",333.78,2003-04-07,"94","D","679","Female"
"984","984",668.42,2012-05-15,"44","B","12","Male"
"985","985",732.14,2002-09-30,"89","C","78","Female"
"986","986",343.98,2016-11-28,"19","A","723","Female"
"987","987",545.01,2008-01-09,"55","C","357","Male"
"988","988",432.26,2015-11-04,"93","D","788","Female"
"989","989",336.93,2013-05-22,"15","A","7","Female"
"990","990",478.57,2006-11-02,"69","C","813","Female"
"991","991",71.82,2005-08-14,"4","B","729","Female"
"992","992",916.22,2006-07-22,"37","B","426","Male"
"993","993",406.51,2019-07-12,"9","C","521","Female"
"994","994",647.65,2005-06-24,"68","C","353","Male"
"995","995",198.61,2015-10-20,"71","C","292","Male"
"996","996",461.11,2019-07-27,"54","C","887","Female"
"997","997",826.12,2002-02-15,"39","B","908","Female"
"998","998",477.6,2004-06-11,"72","C","962","Female"
"999","999",586.05,2012-03-01,"31","B","448","Male"
"1000","1000",444.56,2017-12-26,"50","C","418","Male"
"1001","1001",327.73,2016-05-29,"65","C","798","Female"
"1002","1002",698.24,2003-09-01,"92","D","169","Male"
"1003","1003",925.39,2019-10-05,"95","D","303","Male"
"1004","1004",497.81,2012-06-20,"48","B","133","Male"
"1005","1005",341.13,2010-02-19,"75","C","785","Female"
"1006","1006",555.13,2009-03-04,"44","B","336","Male"
"1007","1007",373.88,2014-05-21,"65","C","276","Male"
"1008","1008",475.26,2005-07-17,"71","C","826","Female"
"1009","1009",354.6,2019-09-23,"79","C","910","Female"
"1010","1010",256.76,2011-01-27,"58","C","378","Male"
"1011","1011",436.11,2002-12-25,"23","B","575","Female"
"1012","1012",811.26,2019-06-05,"8","C","804","Female"
"1013","1013",743.23,2003-01-11,"31","B","628","Female"
"1014","1014",683.79,2011-03-29,"82","C","552","Female"
"1015","1015",642.96,2016-09-09,"42","B","57","Female"
"1016","1016",776.32,2003-01-26,"78","C","123","Male"
"1017","1017",361.54,2019-12-25,"25","B","897","Female"
"1018","1018",358.63,2005-03-30,"10","A","383","Male"
"1019","1019",604.26,2006-05-25,"79","C","859","Female"
"1020","1020",226.04,2007-02-21,"94","D","142","Male"
"1021","1021",577.16,2008-07-21,"95","D","289","Male"
"1022","1022",566.11,2007-05-22,"71","C","752","Female"
"1023","1023",368.09,2004-02-06,"17","A","587","Female"
"1024","1024",537.83,2008-05-12,"84","C","960","Female"
"1025","1025",174.54,2019-02-13,"36","B","347","Male"
"1026","1026",450.73,2016-05-02,"93","D","657","Female"
"1027","1027",580.61,2015-10-09,"96","D","761","Female"
"1028","1028",408.14,2006-09-27,"75","C","211","Male"
"1029","1029",230.15,2004-08-07,"28","B","685","Female"
"1030","1030",864.26,2019-12-07,"28","B","785","Female"
"1031","1031",386.93,2002-07-02,"1","A","595","Female"
"1032","1032",536.15,2009-01-25,"63","C","566","Female"
"1033","1033",498.12,2008-02-03,"41","B","330","Male"
"1034","1034",518.06,2015-02-11,"100","A","354","Male"
"1035","1035",221.61,2015-07-03,"97","D","502","Female"
"1036","1036",479.47,2009-12-31,"31","B","190","Male"
"1037","1037",580.13,2013-10-18,"17","A","590","Female"
"1038","1038",322.89,2002-03-16,"66","C","188","Male"
"1039","1039",372.25,2013-06-27,"60","C","286","Male"
"1040","1040",603.5,2018-09-26,"58","C","535","Female"
"1041","1041",728.06,2003-07-21,"38","B","214","Male"
"1042","1042",1051.02,2009-07-23,"43","B","595","Female"
"1043","1043",517.78,2014-04-14,"14","A","627","Female"
"1044","1044",714.66,2014-12-25,"8","C","413","Male"
"1045","1045",624.87,2019-05-10,"75","C","581","Female"
"1046","1046",475.04,2010-08-03,"86","C","969","Female"
"1047","1047",848.89,2005-05-22,"74","C","548","Female"
"1048","1048",293.47,2009-12-02,"40","B","218","Male"
"1049","1049",327.27,2004-10-11,"74","C","442","Male"
"1050","1050",109.85,2003-10-13,"77","C","931","Female"
"1051","1051",329.14,2006-06-27,"6","C","158","Male"
"1052","1052",682.73,2018-12-31,"20","B","220","Male"
"1053","1053",293.23,2009-03-21,"54","C","229","Male"
"1054","1054",541,2004-11-11,"40","B","202","Male"
"1055","1055",309.4,2019-01-21,"9","C","416","Male"
"1056","1056",500.6,2013-11-29,"49","B","159","Male"
"1057","1057",820.9,2012-10-14,"31","B","861","Female"
"1058","1058",417.79,2004-06-20,"36","B","238","Male"
"1059","1059",326.23,2013-09-17,"2","A","330","Male"
"1060","1060",794.77,2019-07-08,"2","A","110","Male"
"1061","1061",822.19,2019-01-30,"92","D","512","Female"
"1062","1062",438.9,2010-02-05,"73","C","619","Female"
"1063","1063",561.2,2010-04-14,"10","A","563","Female"
"1064","1064",748.55,2011-09-08,"53","C","413","Male"
"1065","1065",575.21,2003-10-10,"9","C","320","Male"
"1066","1066",647.23,2002-04-11,"3","B","854","Female"
"1067","1067",399.62,2002-11-12,"64","C","11","Male"
"1068","1068",434.74,2010-05-11,"86","C","45","Male"
"1069","1069",453.08,2019-04-30,"75","C","955","Female"
"1070","1070",427.53,2011-05-07,"30","B","102","Male"
"1071","1071",241.75,2003-09-21,"22","B","288","Male"
"1072","1072",565.47,2002-08-18,"97","D","430","Male"
"1073","1073",355.96,2004-10-11,"78","C","877","Female"
"1074","1074",251.89,2005-09-03,"42","B","182","Male"
"1075","1075",553.19,2017-02-15,"89","C","286","Male"
"1076","1076",567.5,2010-03-10,"7","C","89","Female"
"1077","1077",434.65,2015-10-23,"10","A","29","Male"
"1078","1078",578.04,2007-06-11,"47","B","329","Male"
"1079","1079",675.15,2016-09-24,"49","B","30","Male"
"1080","1080",416.58,2015-10-16,"95","D","189","Male"
"1081","1081",497.61,2009-07-13,"58","C","421","Male"
"1082","1082",463.89,2011-05-17,"35","B","182","Male"
"1083","1083",616.26,2003-05-25,"45","B","166","Male"
"1084","1084",484.14,2006-11-06,"95","D","280","Male"
"1085","1085",489.77,2018-06-01,"85","C","344","Male"
"1086","1086",374.14,2010-04-29,"77","C","85","Female"
"1087","1087",818.39,2016-10-14,"45","B","269","Male"
"1088","1088",617.7,2015-05-14,"1","A","321","Male"
"1089","1089",307.78,2019-08-03,"99","D","429","Male"
"1090","1090",555.55,2015-12-19,"35","B","777","Female"
"1091","1091",719.62,2014-12-12,"21","B","817","Female"
"1092","1092",583.21,2016-06-08,"72","C","345","Male"
"1093","1093",333.31,2003-12-28,"99","D","544","Female"
"1094","1094",723.37,2012-12-31,"66","C","914","Female"
"1095","1095",488.38,2003-01-22,"90","D","984","Female"
"1096","1096",464.32,2006-07-02,"49","B","741","Female"
"1097","1097",680.51,2019-10-16,"16","A","537","Female"
"1098","1098",687.92,2014-02-03,"65","C","909","Female"
"1099","1099",422.25,2016-11-13,"45","B","917","Female"
"1100","1100",809.54,2004-03-15,"3","B","38","Male"
"1101","1101",460.92,2011-05-01,"66","C","653","Female"
"1102","1102",552.81,2010-09-12,"90","D","985","Female"
"1103","1103",438.44,2019-06-26,"73","C","966","Female"
"1104","1104",454.02,2019-11-01,"45","B","430","Male"
"1105","1105",1226.73,2015-11-12,"87","C","907","Female"
"1106","1106",477.44,2008-01-14,"31","B","817","Female"
"1107","1107",988.32,2011-05-19,"51","C","890","Female"
"1108","1108",744.38,2009-03-06,"99","D","971","Female"
"1109","1109",652.75,2013-11-28,"97","D","393","Male"
"1110","1110",547.5,2009-11-19,"44","B","801","Female"
"1111","1111",786.51,2008-07-15,"63","C","195","Male"
"1112","1112",472.14,2014-01-20,"20","B","872","Female"
"1113","1113",244.85,2017-04-25,"84","C","992","Female"
"1114","1114",820.21,2005-04-13,"26","B","850","Female"
"1115","1115",464.4,2006-10-25,"34","B","913","Female"
"1116","1116",820.4,2014-04-30,"85","C","586","Female"
"1117","1117",628.89,2006-01-15,"86","C","863","Female"
"1118","1118",498.94,2012-09-05,"25","B","817","Female"
"1119","1119",839.74,2010-08-11,"45","B","170","Male"
"1120","1120",666.11,2007-12-28,"39","B","944","Female"
"1121","1121",894.6,2019-11-11,"94","D","785","Female"
"1122","1122",372.58,2006-07-15,"86","C","185","Male"
"1123","1123",434.03,2019-12-01,"91","D","106","Male"
"1124","1124",540.64,2018-08-05,"16","A","266","Male"
"1125","1125",486.47,2008-04-09,"76","C","275","Male"
"1126","1126",384.93,2005-08-17,"3","B","678","Female"
"1127","1127",723.02,2013-10-19,"26","B","317","Male"
"1128","1128",333.42,2004-11-23,"30","B","724","Female"
"1129","1129",703.87,2017-12-02,"78","C","554","Female"
"1130","1130",453.6,2007-12-18,"98","D","485","Male"
"1131","1131",532.11,2010-06-07,"8","C","936","Female"
"1132","1132",796.24,2004-07-11,"81","C","753","Female"
"1133","1133",506.54,2014-11-12,"28","B","507","Female"
"1134","1134",516.35,2016-01-26,"59","C","421","Male"
"1135","1135",446.39,2019-09-29,"46","B","120","Male"
"1136","1136",474.89,2008-06-18,"50","C","821","Female"
"1137","1137",884.49,2016-04-30,"66","C","865","Female"
"1138","1138",484.17,2012-10-06,"4","B","306","Male"
"1139","1139",193.06,2015-08-28,"62","C","767","Female"
"1140","1140",118.49,2006-03-16,"5","B","689","Female"
"1141","1141",524.71,2019-11-07,"49","B","598","Female"
"1142","1142",388.88,2007-06-24,"16","A","304","Male"
"1143","1143",579.21,2010-01-15,"79","C","893","Female"
"1144","1144",603.04,2010-06-15,"35","B","599","Female"
"1145","1145",599.18,2018-06-12,"25","B","232","Male"
"1146","1146",613,2003-09-04,"76","C","420","Male"
"1147","1147",430.67,2009-10-23,"65","C","174","Male"
"1148","1148",269.9,2012-05-02,"44","B","227","Male"
"1149","1149",640.31,2014-12-22,"76","C","897","Female"
"1150","1150",676.39,2006-08-13,"39","B","523","Female"
"1151","1151",553.88,2011-11-01,"17","A","904","Female"
"1152","1152",517.58,2009-12-23,"40","B","443","Male"
"1153","1153",840.07,2016-08-23,"24","B","704","Female"
"1154","1154",538.56,2006-09-08,"66","C","171","Male"
"1155","1155",792.41,2008-01-23,"72","C","433","Male"
"1156","1156",675.99,2013-10-31,"46","B","888","Female"
"1157","1157",224.56,2004-07-03,"58","C","691","Female"
"1158","1158",409.4,2004-11-10,"44","B","993","Female"
"1159","1159",476.59,2019-03-28,"82","C","599","Female"
"1160","1160",466.68,2009-10-11,"100","A","809","Female"
"1161","1161",563.01,2011-01-02,"48","B","112","Male"
"1162","1162",257.96,2015-12-23,"22","B","555","Female"
"1163","1163",353.91,2002-05-20,"80","C","389","Male"
"1164","1164",492.08,2006-09-13,"42","B","770","Female"
"1165","1165",355.08,2007-11-20,"31","B","892","Female"
"1166","1166",410.18,2007-09-12,"26","B","103","Male"
"1167","1167",291.38,2006-04-02,"17","A","386","Male"
"1168","1168",859.47,2009-04-11,"36","B","730","Female"
"1169","1169",633.54,2015-07-30,"34","B","390","Male"
"1170","1170",347.8,2015-06-13,"46","B","591","Female"
"1171","1171",796.86,2015-04-16,"43","B","987","Female"
"1172","1172",578.14,2006-12-04,"5","B","486","Male"
"1173","1173",292.17,2009-08-25,"57","C","143","Male"
"1174","1174",800.3,2003-06-29,"77","C","954","Female"
"1175","1175",511.05,2018-08-06,"27","B","988","Female"
"1176","1176",413.69,2016-12-19,"31","B","653","Female"
"1177","1177",474.32,2013-10-02,"54","C","322","Male"
"1178","1178",521.92,2003-10-07,"88","C","729","Female"
"1179","1179",577.36,2009-07-26,"1","A","441","Male"
"1180","1180",539.93,2007-03-27,"66","C","828","Female"
"1181","1181",660.17,2019-12-27,"54","C","708","Female"
"1182","1182",553.1,2018-03-26,"46","B","830","Female"
"1183","1183",582.59,2017-03-28,"50","C","906","Female"
"1184","1184",151.25,2006-12-20,"88","C","116","Male"
"1185","1185",622,2016-05-06,"42","B","59","Female"
"1186","1186",273.09,2005-03-29,"8","C","915","Female"
"1187","1187",296.31,2016-03-28,"56","C","31","Male"
"1188","1188",424.09,2016-03-22,"100","A","579","Female"
"1189","1189",685.98,2019-09-21,"88","C","576","Female"
"1190","1190",278.12,2014-07-14,"62","C","170","Male"
"1191","1191",671.53,2007-06-12,"74","C","949","Female"
"1192","1192",431.42,2010-12-27,"17","A","668","Female"
"1193","1193",161.88,2004-12-04,"9","C","532","Female"
"1194","1194",787.35,2017-12-09,"8","C","453","Male"
"1195","1195",545.5,2012-02-19,"91","D","483","Male"
"1196","1196",684.64,2011-10-07,"4","B","361","Male"
"1197","1197",788.11,2015-08-28,"18","A","25","Male"
"1198","1198",503,2007-05-25,"75","C","450","Male"
"1199","1199",270.06,2004-03-06,"79","C","448","Male"
"1200","1200",1127.12,2015-09-28,"58","C","554","Female"
"1201","1201",651.05,2008-06-27,"89","C","915","Female"
"1202","1202",579.25,2016-12-02,"5","B","898","Female"
"1203","1203",448.39,2003-06-28,"43","B","445","Male"
"1204","1204",332.36,2004-02-16,"37","B","235","Male"
"1205","1205",516.98,2019-08-16,"99","D","749","Female"
"1206","1206",645.77,2016-01-24,"42","B","933","Female"
"1207","1207",313.18,2016-03-28,"96","D","316","Male"
"1208","1208",634.95,2005-04-13,"19","A","637","Female"
"1209","1209",206.97,2004-08-29,"71","C","738","Female"
"1210","1210",681.96,2005-05-26,"72","C","741","Female"
"1211","1211",408.08,2007-08-21,"60","C","963","Female"
"1212","1212",585.23,2012-07-06,"98","D","818","Female"
"1213","1213",839.52,2004-11-24,"2","A","556","Female"
"1214","1214",814.99,2004-06-18,"75","C","989","Female"
"1215","1215",540.9,2016-02-13,"42","B","71","Female"
"1216","1216",221.32,2017-05-23,"99","D","213","Male"
"1217","1217",100.61,2011-12-05,"61","C","369","Male"
"1218","1218",805.41,2002-11-06,"31","B","810","Female"
"1219","1219",332.75,2011-05-16,"92","D","687","Female"
"1220","1220",367.97,2010-11-06,"57","C","338","Male"
"1221","1221",631.2,2009-12-18,"23","B","831","Female"
"1222","1222",306.41,2014-03-21,"74","C","344","Male"
"1223","1223",653.67,2018-05-29,"68","C","280","Male"
"1224","1224",639.49,2006-09-01,"4","B","514","Female"
"1225","1225",676.83,2017-03-07,"3","B","798","Female"
"1226","1226",782.18,2007-07-08,"17","A","245","Male"
"1227","1227",674.84,2018-11-30,"51","C","268","Male"
"1228","1228",576.58,2004-12-14,"64","C","145","Male"
"1229","1229",354.86,2002-11-29,"17","A","665","Female"
"1230","1230",774.52,2012-07-10,"98","D","733","Female"
"1231","1231",436.73,2017-09-11,"43","B","832","Female"
"1232","1232",619.46,2003-04-13,"46","B","490","Male"
"1233","1233",455.4,2019-04-06,"82","C","415","Male"
"1234","1234",553.32,2018-07-13,"65","C","156","Male"
"1235","1235",615.13,2019-06-24,"85","C","151","Male"
"1236","1236",468.63,2007-05-02,"24","B","286","Male"
"1237","1237",641.53,2009-03-12,"10","A","610","Female"
"1238","1238",265.67,2019-11-29,"93","D","970","Female"
"1239","1239",509.27,2006-05-14,"69","C","983","Female"
"1240","1240",619.94,2015-12-12,"8","C","686","Female"
"1241","1241",865.32,2010-10-13,"57","C","231","Male"
"1242","1242",540.47,2017-12-27,"30","B","73","Female"
"1243","1243",383.2,2003-11-30,"69","C","874","Female"
"1244","1244",301.73,2006-10-06,"55","C","663","Female"
"1245","1245",105.38,2014-12-13,"52","C","599","Female"
"1246","1246",500.82,2007-01-22,"49","B","271","Male"
"1247","1247",535.84,2005-02-01,"97","D","718","Female"
"1248","1248",226.52,2003-05-12,"32","B","485","Male"
"1249","1249",476.95,2006-02-27,"25","B","633","Female"
"1250","1250",749.05,2006-03-25,"100","A","207","Male"
"1251","1251",534.58,2009-01-01,"62","C","951","Female"
"1252","1252",674.93,2003-10-02,"59","C","124","Male"
"1253","1253",533.88,2019-02-01,"24","B","716","Female"
"1254","1254",371.08,2007-06-01,"34","B","65","Female"
"1255","1255",421.26,2006-08-26,"58","C","649","Female"
"1256","1256",44.12,2019-08-29,"9","C","653","Female"
"1257","1257",508.66,2015-08-06,"68","C","853","Female"
"1258","1258",575.48,2005-06-08,"52","C","15","Male"
"1259","1259",672.53,2004-12-16,"34","B","592","Female"
"1260","1260",923.63,2011-06-21,"73","C","928","Female"
"1261","1261",612.49,2007-06-26,"17","A","255","Male"
"1262","1262",311.27,2017-12-25,"72","C","240","Male"
"1263","1263",857.25,2018-11-08,"92","D","421","Male"
"1264","1264",470.6,2009-04-13,"68","C","386","Male"
"1265","1265",274.5,2010-12-28,"77","C","328","Male"
"1266","1266",428.01,2015-10-01,"18","A","731","Female"
"1267","1267",410.15,2018-07-10,"13","A","142","Male"
"1268","1268",286.05,2011-11-29,"61","C","168","Male"
"1269","1269",111.87,2009-04-24,"27","B","182","Male"
"1270","1270",468.25,2006-03-11,"12","A","677","Female"
"1271","1271",401.39,2017-10-08,"52","C","732","Female"
"1272","1272",722.34,2006-11-25,"66","C","267","Male"
"1273","1273",338.54,2004-05-18,"20","B","431","Male"
"1274","1274",505.19,2008-03-18,"15","A","345","Male"
"1275","1275",524.86,2007-11-13,"51","C","189","Male"
"1276","1276",360.93,2005-04-12,"21","B","410","Male"
"1277","1277",438.3,2009-11-17,"60","C","251","Male"
"1278","1278",341.8,2008-09-01,"18","A","216","Male"
"1279","1279",294.95,2005-01-16,"58","C","901","Female"
"1280","1280",775.09,2012-10-20,"82","C","801","Female"
"1281","1281",260.49,2002-11-26,"55","C","295","Male"
"1282","1282",973.01,2005-01-04,"9","C","225","Male"
"1283","1283",713.4,2003-04-07,"74","C","934","Female"
"1284","1284",496.8,2019-07-18,"94","D","552","Female"
"1285","1285",352.83,2004-03-01,"76","C","23","Male"
"1286","1286",584.41,2019-11-09,"37","B","729","Female"
"1287","1287",396.01,2006-02-19,"13","A","940","Female"
"1288","1288",656.65,2017-04-15,"52","C","651","Female"
"1289","1289",776.35,2012-11-10,"97","D","771","Female"
"1290","1290",968.9,2014-05-15,"33","B","126","Male"
"1291","1291",409.31,2017-03-21,"93","D","906","Female"
"1292","1292",297.01,2017-11-19,"46","B","601","Female"
"1293","1293",74.94,2006-05-16,"79","C","164","Male"
"1294","1294",547.86,2017-10-05,"96","D","613","Female"
"1295","1295",463.41,2015-10-26,"47","B","832","Female"
"1296","1296",510.32,2007-08-06,"75","C","84","Female"
"1297","1297",561.91,2005-09-18,"49","B","231","Male"
"1298","1298",752.27,2009-03-16,"65","C","321","Male"
"1299","1299",531.37,2002-03-09,"40","B","246","Male"
"1300","1300",219.62,2014-04-14,"49","B","723","Female"
"1301","1301",10.42,2017-12-25,"23","B","929","Female"
"1302","1302",643.45,2014-08-29,"56","C","32","Male"
"1303","1303",638.97,2003-06-05,"36","B","29","Male"
"1304","1304",420.94,2016-01-17,"54","C","157","Male"
"1305","1305",789.68,2018-05-15,"33","B","752","Female"
"1306","1306",368.98,2010-08-25,"16","A","451","Male"
"1307","1307",641.74,2012-09-01,"60","C","283","Male"
"1308","1308",553.09,2010-02-12,"62","C","445","Male"
"1309","1309",414.47,2004-11-06,"94","D","664","Female"
"1310","1310",393.98,2006-07-05,"32","B","954","Female"
"1311","1311",389.36,2004-12-18,"84","C","26","Male"
"1312","1312",656.93,2004-11-27,"18","A","345","Male"
"1313","1313",721.92,2006-01-27,"73","C","767","Female"
"1314","1314",353.84,2018-06-05,"64","C","72","Female"
"1315","1315",418.1,2010-08-12,"68","C","970","Female"
"1316","1316",701.49,2005-08-04,"11","A","218","Male"
"1317","1317",213.27,2009-10-30,"94","D","498","Male"
"1318","1318",109.5,2011-07-18,"81","C","472","Male"
"1319","1319",512.33,2006-07-11,"1","A","155","Male"
"1320","1320",615.77,2017-07-31,"67","C","10","Male"
"1321","1321",686.43,2012-03-04,"54","C","153","Male"
"1322","1322",599.36,2018-02-26,"47","B","613","Female"
"1323","1323",549.82,2013-11-03,"35","B","650","Female"
"1324","1324",388.63,2013-10-23,"69","C","527","Female"
"1325","1325",419.57,2002-03-23,"72","C","143","Male"
"1326","1326",194.95,2007-07-23,"87","C","379","Male"
"1327","1327",736.86,2003-02-14,"100","A","738","Female"
"1328","1328",591.9,2012-08-02,"49","B","234","Male"
"1329","1329",706.93,2019-10-06,"33","B","827","Female"
"1330","1330",984.35,2012-06-02,"97","D","187","Male"
"1331","1331",557.69,2011-10-23,"93","D","249","Male"
"1332","1332",142.59,2006-05-13,"25","B","596","Female"
"1333","1333",716.72,2009-12-09,"90","D","718","Female"
"1334","1334",148.01,2011-02-08,"12","A","569","Female"
"1335","1335",526.81,2018-07-09,"77","C","938","Female"
"1336","1336",296.16,2004-03-27,"86","C","96","Female"
"1337","1337",141.33,2019-10-13,"100","A","125","Male"
"1338","1338",295.97,2006-02-01,"63","C","132","Male"
"1339","1339",771.86,2010-09-20,"33","B","264","Male"
"1340","1340",611.96,2005-06-10,"75","C","907","Female"
"1341","1341",345.7,2017-09-28,"2","A","465","Male"
"1342","1342",714.88,2005-09-29,"44","B","492","Male"
"1343","1343",472.85,2018-07-14,"45","B","808","Female"
"1344","1344",403.11,2004-08-19,"34","B","111","Male"
"1345","1345",799.15,2018-09-19,"96","D","964","Female"
"1346","1346",839.4,2009-09-10,"34","B","299","Male"
"1347","1347",610.25,2006-10-21,"24","B","873","Female"
"1348","1348",495.88,2019-12-28,"88","C","89","Female"
"1349","1349",346.44,2019-10-08,"93","D","323","Male"
"1350","1350",798.92,2017-02-16,"38","B","8","Female"
"1351","1351",666.68,2008-02-11,"73","C","674","Female"
